index,Topics
MED-535,"['administration, oral', 'adolescent', 'adult', 'biological availability', 'blood circulation / drug effects', 'body temperature / drug effects', 'female', 'hesperidin / administration &amp; dosage', 'hesperidin / blood', 'hesperidin / metabolism', 'hesperidin / pharmacokinetics', 'human umbilical vein endothelial cells / drug effects', 'human umbilical vein endothelial cells / physiology', 'humans', 'male', 'middle aged', 'vasodilation / drug effects', 'vasodilator agents / administration &amp; dosage', 'vasodilator agents / blood', 'vasodilator agents / metabolism', 'vasodilator agents / pharmacokinetics', 'young adult']"
MED-536,"['aged', 'beverages / analysis', 'citrus sinensis / chemistry', 'cross-over studies', 'hesperidin / pharmacology', 'humans', 'leukocytes / drug effects', 'leukocytes / metabolism', 'male', 'middle aged', 'nutrigenomics', 'oligonucleotide array sequence analysis', 'time factors', 'transcriptome / drug effects']"
MED-537,"['diet', 'flavonoids / adverse effects', 'flavonoids / pharmacology', 'flavonoids / therapeutic use', 'humans', 'neoplasms / prevention &amp; control', 'phytotherapy', 'plant extracts / adverse effects', 'plant extracts / pharmacology', 'plant extracts / therapeutic use']"
MED-538,"['adult', 'antioxidants / administration &amp; dosage', 'carotenoids / administration &amp; dosage', 'cryptoxanthins', 'diet', 'ellagic acid / administration &amp; dosage', 'energy intake', 'feeding behavior', 'female', 'fruit', 'guidelines as topic', 'hesperidin / administration &amp; dosage', 'humans', 'interviews as topic', 'lycopene', 'male', 'micronutrients / administration &amp; dosage', 'middle aged', 'nutrition surveys / methods', 'united states', 'vegetables', 'xanthophylls / administration &amp; dosage', 'young adult']"
MED-539,"['aged', 'antioxidants / metabolism', 'beverages', 'c-reactive protein / analysis', 'citrus sinensis', 'cross-over studies', 'diastole / drug effects', 'endothelium, vascular / drug effects', 'endothelium, vascular / physiology', 'hesperidin / pharmacology', 'humans', 'male', 'middle aged', 'oxidative stress', 'vasodilation / drug effects']"
MED-540,"['adverse drug reaction reporting systems', 'clinical trials as topic', 'dietary supplements / adverse effects', 'drug evaluation / methods', 'drug interactions', 'guidelines as topic', 'humans', 'metals, heavy / analysis', 'metals, heavy / toxicity', 'microcystins / analysis', 'microcystins / toxicity', 'spirulina / chemistry', 'united states', 'united states food and drug administration']"
MED-541,"['adult', 'appetite / drug effects', 'biomarkers / analysis', 'body mass index', 'chromium / administration &amp; dosage', 'citrates / administration &amp; dosage', 'double-blind method', 'drug therapy, combination', 'fats / metabolism', 'female', 'gymnema sylvestre', 'humans', 'leptin / blood', 'lipids / blood', 'lipoproteins, hdl / blood', 'lipoproteins, ldl / blood', 'middle aged', 'niacin', 'obesity / blood', 'obesity / drug therapy', 'obesity / urine', 'plant extracts / therapeutic use', 'weight loss / drug effects']"
MED-542,"['advertising / economics', 'advertising / ethics', 'clinical trials as topic', 'conflict of interest / economics', 'dietary supplements / adverse effects', 'dietary supplements / economics', 'disclosure / ethics', 'ethics, research', 'humans', 'marketing / economics', 'marketing / ethics', 'research / standards', 'research design', 'weight loss / drug effects']"
MED-543,"['adolescent', 'beverages / adverse effects', 'chemical and drug induced liver injury / etiology', 'chemical and drug induced liver injury / pathology', 'humans', 'liver / drug effects', 'liver / pathology', 'male', 'morinda / adverse effects', 'plant preparations / adverse effects']"
MED-544,"['aloe / adverse effects', 'animals', 'chemical and drug induced liver injury / enzymology', 'chemical and drug induced liver injury / pathology', 'chemical and drug induced liver injury / physiopathology', 'dietary supplements / adverse effects', 'female', 'humans', 'middle aged', 'phytotherapy / adverse effects', 'plant extracts / adverse effects']"
MED-545,"['adult', 'anthropometry', 'blood pressure', 'caffeine / administration &amp; dosage', 'dietary supplements', 'double-blind method', 'drug combinations', 'drugs, chinese herbal / administration &amp; dosage', 'female', 'heart rate', 'humans', 'male', 'middle aged', 'obesity / prevention &amp; control', 'theobromine / administration &amp; dosage', 'theophylline / administration &amp; dosage', 'triglycerides / blood', 'weight loss']"
MED-546,"['advertising', 'beverages / analysis', 'beverages / economics', 'beverages / standards', 'consumer product safety', 'dietary supplements / analysis', 'dietary supplements / economics', 'dietary supplements / standards', 'ethics, research', 'evidence-based medicine', 'garcinia mangostana / chemistry', 'humans', 'marketing / ethics']"
MED-547,"['adolescent', 'adult', 'anti-obesity agents / adverse effects', 'chemical and drug induced liver injury / etiology', 'chemical and drug induced liver injury / mortality', 'chemical and drug induced liver injury / therapy', 'dietary supplements / adverse effects', 'female', 'humans', 'liver transplantation', 'male', 'middle aged', 'plant preparations / adverse effects', 'severity of illness index']"
MED-548,"['animals', 'cattle', 'dietary carbohydrates', 'dietary fats', 'dietary proteins', 'humans', 'meat', 'odorants', 'taste', 'water']"
MED-549,"['adaptor proteins, signal transducing / genetics', 'adaptor proteins, signal transducing / metabolism', 'animals', 'b-cell cll-lymphoma 10 protein', 'caffeic acids / pharmacology', 'carrageenan / pharmacology', 'cell line', 'cells, cultured', 'epithelial cells / cytology', 'epithelial cells / drug effects', 'epithelial cells / metabolism', 'gene expression regulation / drug effects', 'humans', 'i-kappa b proteins / antagonists &amp; inhibitors', 'i-kappa b proteins / metabolism', 'interleukin-8 / genetics', 'interleukin-8 / metabolism', 'intestinal mucosa / cytology', 'intestinal mucosa / drug effects', 'intestinal mucosa / metabolism', 'models, biological', 'nf-kappab inhibitor alpha', 'nf-kappa b / metabolism', 'phenylethyl alcohol / analogs &amp; derivatives', 'phenylethyl alcohol / pharmacology', 'phosphorylation / drug effects', 'promoter regions, genetic', 'rna, small interfering / genetics', 'rats', 'signal transduction / drug effects', 'signal transduction / physiology', 'transfection']"
MED-550,"['blotting, western', 'caco-2 cells', 'carcinogens / toxicity', 'carrageenan / toxicity', 'cell line', 'early growth response protein 1 / physiology', 'electric impedance', 'enzyme-linked immunosorbent assay', 'epithelial cells / drug effects', 'epithelial cells / metabolism', 'food additives / toxicity', 'gene expression / drug effects', 'ht29 cells', 'humans', 'interleukin-8 / biosynthesis', 'intestinal absorption / physiology', 'intestinal mucosa / drug effects', 'intestinal mucosa / metabolism', 'microscopy, confocal', 'nf-kappa b / physiology', 'plasmids / genetics', 'real-time polymerase chain reaction', 'transfection']"
MED-551,"['aluminum / analysis', 'aluminum / toxicity', 'azo compounds / analysis', 'azo compounds / standards', 'azo compounds / toxicity', 'carotenoids / analysis', 'carotenoids / standards', 'consumer product safety', 'diet / standards', 'diet / statistics &amp; numerical data', 'environmental exposure / analysis', 'environmental exposure / standards', 'environmental exposure / statistics &amp; numerical data', 'food additives / analysis', 'food additives / toxicity', 'food contamination / analysis', 'food contamination / statistics &amp; numerical data', 'glyceryl ethers / analysis', 'glyceryl ethers / toxicity', 'guidelines as topic', 'humans', 'nutrition policy', 'public health', 'quinolines / analysis', 'quinolines / standards', 'quinolines / toxicity', 'risk assessment', 'risk management', 'safety', 'world health organization', 'beta carotene / analysis', 'beta carotene / standards']"
MED-552,[]
MED-553,"['apoptosis / drug effects', 'carrageenan / pharmacology', 'caspase 3 / genetics', 'caspase 3 / metabolism', 'caspase 7 / genetics', 'caspase 7 / metabolism', 'cell cycle / drug effects', 'cell line', 'cell proliferation / drug effects', 'cell survival / drug effects', 'collagen type xi / genetics', 'collagen type xi / metabolism', 'cyclin-dependent kinase inhibitor p15 / genetics', 'cyclin-dependent kinase inhibitor p15 / metabolism', 'cyclin-dependent kinase inhibitor p21 / genetics', 'cyclin-dependent kinase inhibitor p21 / metabolism', 'epithelial cells / cytology', 'epithelial cells / drug effects', 'epithelial cells / metabolism', 'gene expression regulation', 'humans', 'intestinal mucosa / cytology', 'kruppel-like transcription factors / genetics', 'kruppel-like transcription factors / metabolism', 'necrosis', 'nuclear proteins / genetics', 'nuclear proteins / metabolism', 'oligonucleotide array sequence analysis', 'time factors', 'trans-activators / genetics', 'trans-activators / metabolism', 'tumor suppressor protein p53 / genetics', 'tumor suppressor protein p53 / metabolism']"
MED-554,"['anti-inflammatory agents, non-steroidal / adverse effects', 'anti-inflammatory agents, non-steroidal / therapeutic use', 'dysmenorrhea / drug therapy', 'female', 'humans', 'randomized controlled trials as topic']"
MED-555,"['denervation / methods', 'dysmenorrhea / surgery', 'female', 'humans', 'laparoscopy / methods', 'pelvis / innervation', 'randomized controlled trials as topic']"
MED-556,"['adolescent', 'adult', 'cross-over studies', 'diet, fat-restricted', 'diet, vegetarian', 'dysmenorrhea / blood', 'dysmenorrhea / diet therapy', 'estrogens / blood', 'female', 'humans', 'middle aged', 'premenstrual syndrome / blood', 'premenstrual syndrome / diet therapy', 'sex hormone-binding globulin / metabolism']"
MED-557,"['anti-inflammatory agents, non-steroidal / therapeutic use', 'complementary therapies', 'contraceptive agents, female / therapeutic use', 'dysmenorrhea / diagnosis', 'dysmenorrhea / physiopathology', 'dysmenorrhea / therapy', 'endometriosis / physiopathology', 'female', 'humans', 'life style', 'risk factors', 'vasopressins / metabolism', 'vasopressins / physiology']"
MED-558,"['animals', 'bacterial infections / complications', 'depression / complications', 'female', 'gastrointestinal diseases / diagnosis', 'gastrointestinal diseases / etiology', 'gastrointestinal diseases / physiopathology', 'humans', 'inflammation / complications', 'irritable bowel syndrome / diagnosis', 'irritable bowel syndrome / etiology', 'irritable bowel syndrome / physiopathology', 'mast cells / immunology', 'mice', 'risk factors']"
MED-559,"['caliciviridae infections / epidemiology', 'disease outbreaks', 'drinking water / virology', 'female', 'gastroenteritis / epidemiology', 'gastroenteritis / virology', 'humans', 'irritable bowel syndrome / complications', 'irritable bowel syndrome / virology', 'male', 'norovirus / isolation &amp; purification']"
MED-560,"['anti-ulcer agents / pharmacokinetics', 'anti-ulcer agents / pharmacology', 'anti-ulcer agents / therapeutic use', 'cisapride', 'gastric emptying / drug effects', 'gastrointestinal diseases / drug therapy', 'gastrointestinal motility / drug effects', 'humans', 'intestinal absorption', 'piperidines / pharmacokinetics', 'piperidines / pharmacology', 'piperidines / therapeutic use', 'serotonin antagonists / pharmacokinetics', 'serotonin antagonists / pharmacology', 'serotonin antagonists / therapeutic use']"
MED-561,"['adult', 'capsaicin / therapeutic use', 'capsicum', 'double-blind method', 'female', 'humans', 'irritable bowel syndrome / drug therapy', 'male', 'phytotherapy', 'plant preparations / therapeutic use', 'sensory system agents / therapeutic use']"
MED-562,[]
MED-563,"['animals', 'botulinum toxins / therapeutic use', 'cluster headache / drug therapy', 'humans', 'nerve block']"
MED-564,"['administration, intranasal', 'adult', 'capsaicin / administration &amp; dosage', 'capsaicin / pharmacology', 'female', 'humans', 'male', 'nasal mucosa / drug effects', 'nasal mucosa / metabolism', 'pain / chemically induced', 'sneezing / drug effects']"
MED-565,"['administration, intranasal', 'adult', 'capsaicin / administration &amp; dosage', 'capsaicin / adverse effects', 'capsaicin / therapeutic use', 'chronic disease', 'cluster headache / prevention &amp; control', 'female', 'functional laterality', 'humans', 'male', 'middle aged']"
MED-566,"['diet, mediterranean', 'humans', 'lycopersicon esculentum', 'melatonin', 'olive oil', 'plant oils', 'wine']"
MED-567,"['actigraphy / methods', 'adolescent', 'adult', 'beverages / analysis', 'cross-over studies', 'dietary supplements', 'double-blind method', 'female', 'fruit / chemistry', 'humans', 'male', 'melatonin / analogs &amp; derivatives', 'melatonin / urine', 'prunus / chemistry', 'sleep / drug effects', 'sleep wake disorders / physiopathology', 'sleep wake disorders / therapy', 'surveys and questionnaires', 'young adult']"
